"From (address)"|"From (display)"|"Sent on behalf of (address)"|"Date Sent"|"Subject"|"Body"|"Body HTML"
|"Dwight Einhorn"||"6/23/2014 10:16:57 AM"|"UPDATE: KeyBanc Capital Markets Initiates Coverage On Pattern Energy Group On Favorable Outlook"|"In a report published Monday, KeyBanc Capital Markets analyst ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/OyGF4VDA92Y> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/OyGF4VDA92Y/update-keybanc-capital-markets-initiates-coverage-on-pat> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/initiation?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>In a report published Monday, KeyBanc Capital Markets analyst ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/OyGF4VDA92Y"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/OyGF4VDA92Y/update-keybanc-capital-markets-initiates-coverage-on-pat"">View article...</A></p></body></html>"
|"Dwight Einhorn"||"6/23/2014 10:01:37 AM"|"UPDATE: Barrington Research Initiates Coverage On Movado Group On Anticipated Growth Opportunities"|"In a report published Monday, Barrington Research analyst ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/zJH0qrHl0Bg> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/zJH0qrHl0Bg/update-barrington-research-initiates-coverage-on-movado-> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/initiation?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>In a report published Monday, Barrington Research analyst ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/zJH0qrHl0Bg"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/zJH0qrHl0Bg/update-barrington-research-initiates-coverage-on-movado-"">View article...</A></p></body></html>"
|"Dwight Einhorn"||"6/23/2014 9:46:14 AM"|"UPDATE: Barrington Research Initiates Coverage On Blue Nile On Positive Outlook"|"In a report published Monday, Barrington Research ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/lrg87jya5rY> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/lrg87jya5rY/update-barrington-research-initiates-coverage-on-blue-ni> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/initiation?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>In a report published Monday, Barrington Research ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/lrg87jya5rY"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/lrg87jya5rY/update-barrington-research-initiates-coverage-on-blue-ni"">View article...</A></p></body></html>"
|"Luke Jacobi"||"6/23/2014 9:31:27 AM"|"Barrington Initiates On Tiffany's, Weighs In On Growth Potential And Valuation"|"Barrington Research initiated coverage ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/ERqTTjgTtkk> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/ERqTTjgTtkk/barrington-initiates-on-tiffanys-weighs-in-on-growth-potent> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/initiation?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>  Barrington Research initiated coverage ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/ERqTTjgTtkk"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/ERqTTjgTtkk/barrington-initiates-on-tiffanys-weighs-in-on-growth-potent"">View article...</A></p></body></html>"
|"Monica Gerson"||"6/23/2014 7:52:33 AM"|"Benzinga's Top Initiations"|"Analysts at RBC Capital initiated coverage on shares of LDR Holding ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/fk2lWP96HeI> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/fk2lWP96HeI/benzingas-top-initiations> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/initiation?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>Analysts at RBC Capital initiated coverage on shares of LDR Holding ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/fk2lWP96HeI"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/fk2lWP96HeI/benzingas-top-initiations"">View article...</A></p></body></html>"
|"Shazir Mucklai"||"6/23/2014 12:05:19 PM"|"UPDATE: Credit Suisse Initiates Coverage On Diamond Foods"|"In a research note released Monday, Credit Suisse analyst ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/WD5h9IrCR9U> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/WD5h9IrCR9U/update-credit-suisse-initiates-coverage-on-diamond-foods> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/initiation?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>  In a research note released Monday, Credit Suisse analyst ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/WD5h9IrCR9U"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/WD5h9IrCR9U/update-credit-suisse-initiates-coverage-on-diamond-foods"">View article...</A></p></body></html>"
|"Eric Niederer"||"6/24/2014 1:31:31 PM"|"Morgan Stanley Initiates Coverage On Specialty Retailers"|"In Tuesday's morning issue, ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/dkNi2oP_UPw> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/dkNi2oP_UPw/morgan-stanley-initiates-coverage-on-specialty-retailers> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/initiation?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>  In Tuesday&#39;s morning issue, ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/dkNi2oP_UPw"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/dkNi2oP_UPw/morgan-stanley-initiates-coverage-on-specialty-retailers"">View article...</A></p></body></html>"
|"Shazir Mucklai"||"6/24/2014 1:27:25 PM"|"Morgan Stanley Initiates Coverage On Sally Beauty Holdings"|"In a research note released Monday, Morgan Stanley ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/FinKDxA_j-c> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/FinKDxA_j-c/morgan-stanley-initiates-coverage-on-sally-beauty-holdin> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/initiation?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>  In a research note released Monday, Morgan Stanley ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/FinKDxA_j-c"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/FinKDxA_j-c/morgan-stanley-initiates-coverage-on-sally-beauty-holdin"">View article...</A></p></body></html>"
|"Shazir Mucklai"||"6/24/2014 1:11:17 PM"|"Barrington Research Initiates Coverage On Marcus"|"In a research note released Monday, Barrington Research ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/P7IDfTza2r4> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/P7IDfTza2r4/barrington-research-initiates-coverage-on-marcus> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/initiation?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>  In a research note released Monday, Barrington Research ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/P7IDfTza2r4"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/P7IDfTza2r4/barrington-research-initiates-coverage-on-marcus"">View article...</A></p></body></html>"
|"Eric Niederer"||"6/24/2014 1:07:14 PM"|"Morgan Stanley Initiates Coverage On Advance Auto Parts, Notes 'Ongoing Upside'"|"In a note released Tuesday morning, Morgan Stanley analyst, ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/bpX01oTYMss> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/bpX01oTYMss/morgan-stanley-initiates-coverage-on-advance-auto-parts-> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/initiation?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>  In a note released Tuesday morning, Morgan Stanley analyst, ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/bpX01oTYMss"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/bpX01oTYMss/morgan-stanley-initiates-coverage-on-advance-auto-parts-"">View article...</A></p></body></html>"
|"Shazir Mucklai"||"6/24/2014 12:59:55 PM"|"UPDATE: Morgan Stanley Initiates Coverage On O'Reilly Automotive"|"In a research note released Monday, Morgan Stanley ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/V-qWc3cfYc8> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/V-qWc3cfYc8/update-morgan-stanley-initiates-coverage-on-oreilly-auto> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/initiation?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>  In a research note released Monday, Morgan Stanley ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/V-qWc3cfYc8"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/V-qWc3cfYc8/update-morgan-stanley-initiates-coverage-on-oreilly-auto"">View article...</A></p></body></html>"
|"Shazir Mucklai"||"6/24/2014 12:45:57 PM"|"UPDATE: Morgan Stanley Initiates Coverage On Williams-Sonoma"|"In a research note released Monday, Morgan Stanley ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/uTesThbJm78> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/uTesThbJm78/update-morgan-stanley-initiates-coverage-on-williams-son> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/initiation?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>  In a research note released Monday, Morgan Stanley ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/uTesThbJm78"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/uTesThbJm78/update-morgan-stanley-initiates-coverage-on-williams-son"">View article...</A></p></body></html>"
|"Shazir Mucklai"||"6/24/2014 12:33:18 PM"|"UPDATE: Morgan Stanley Initiates Coverage On Office Depot"|"In a research note released Monday, Morgan Stanley analyst Simeon Gutman initiated coverage on ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/AK2sBsYL9VM> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/AK2sBsYL9VM/update-morgan-stanley-initiates-coverage-on-office-depot> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/initiation?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>  In a research note released Monday, Morgan Stanley analyst Simeon Gutman initiated coverage on ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/AK2sBsYL9VM"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/AK2sBsYL9VM/update-morgan-stanley-initiates-coverage-on-office-depot"">View article...</A></p></body></html>"
|"Ali Berri"||"6/24/2014 12:28:28 PM"|"UPDATE: Morgan Stanley Initiates Coverage On AutoZone On Balanced Risk/Reward"|"In a report released Tuesday, Morgan Stanley analyst ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/AK30P4wb_AI> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/AK30P4wb_AI/update-morgan-stanley-initiates-coverage-on-autozone-on-> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/initiation?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>  In a report released Tuesday, Morgan Stanley analyst ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/AK30P4wb_AI"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/AK30P4wb_AI/update-morgan-stanley-initiates-coverage-on-autozone-on-"">View article...</A></p></body></html>"
|"Shazir Mucklai"||"6/24/2014 12:26:01 PM"|"UPDATE: Morgan Stanley Initiates Coverage On Bed Bath & Beyond"|"Morgan Stanley analyst Simeon Gutman initiated coverage on Bed Bath & Beyond (NASDAQ: 

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/z1Bu_XKgALk> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/z1Bu_XKgALk/update-morgan-stanley-initiates-coverage-on-bed-bath-bey> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/initiation?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>Morgan Stanley analyst Simeon Gutman initiated coverage on <b>Bed Bath &amp; Beyond</b> (NASDAQ: <a class=""ticker"" ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/z1Bu_XKgALk"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/z1Bu_XKgALk/update-morgan-stanley-initiates-coverage-on-bed-bath-bey"">View article...</A></p></body></html>"
|"Ali Berri"||"6/24/2014 11:58:05 AM"|"UPDATE: Morgan Stanley Initiates Coverage On GNC On EPS Growth"|"In a report released Tuesday, Morgan Stanley ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/CBYsY4HmrVg> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/CBYsY4HmrVg/update-morgan-stanley-initiates-coverage-on-gnc-on-eps-g> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/initiation?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>In a report released Tuesday, Morgan Stanley ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/CBYsY4HmrVg"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/CBYsY4HmrVg/update-morgan-stanley-initiates-coverage-on-gnc-on-eps-g"">View article...</A></p></body></html>"
|"Dwight Einhorn"||"6/24/2014 10:30:47 AM"|"UPDATE: Morgan Stanley Initiates Coverage On Lumber Liquidators On Limited EPS Upside"|"In a report published Tuesday, Morgan Stanley analyst ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/si9w3GA0TgY> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/si9w3GA0TgY/update-morgan-stanley-initiates-coverage-on-lumber-liqui> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/initiation?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>In a report published Tuesday, Morgan Stanley analyst ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/si9w3GA0TgY"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/si9w3GA0TgY/update-morgan-stanley-initiates-coverage-on-lumber-liqui"">View article...</A></p></body></html>"
|"Dwight Einhorn"||"6/24/2014 10:25:13 AM"|"UPDATE: Morgan Stanley Initiates Coverage On Vitamin Shoppe On EPS Upside Potential"|"In a report published Tuesday, Morgan Stanley analyst ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/DjnKFf1trKo> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/DjnKFf1trKo/update-morgan-stanley-initiates-coverage-on-vitamin-shop> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/initiation?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>In a report published Tuesday, Morgan Stanley analyst ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/DjnKFf1trKo"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/DjnKFf1trKo/update-morgan-stanley-initiates-coverage-on-vitamin-shop"">View article...</A></p></body></html>"
